id,batch,generation,sex,gebv
G0_0799,G0,0,F,81.52
G0_0800,G0,0,F,62.194
G0_0801,G0,0,M,-73.357
G0_0802,G0,0,F,-115.242
G0_0803,G0,0,M,-31.522
G0_0804,G0,0,F,14.161
G0_0805,G0,0,F,-79.739
G0_0806,G0,0,M,134.172
G0_0807,G0,0,M,12.151
G0_0808,G0,0,M,123.137
G0_0809,G0,0,M,134.57
G0_0810,G0,0,M,-35.094
G0_0811,G0,0,F,133.45
G0_0812,G0,0,F,-57.593
G0_0813,G0,0,F,34.64
G0_0814,G0,0,M,27.512
G0_0815,G0,0,M,-6.484
G0_0816,G0,0,F,-70.252
G0_0817,G0,0,M,114.104
G0_0818,G0,0,F,40.837
G0_0819,G0,0,F,105.632
G0_0820,G0,0,F,-17.603
G0_0821,G0,0,M,-47.241
G0_0822,G0,0,F,54.649
G0_0823,G0,0,F,-123.494
G0_0824,G0,0,M,-19.679
G0_0825,G0,0,F,-53.19
G0_0826,G0,0,M,126.343
G0_0827,G0,0,M,-25.524
G0_0828,G0,0,M,88.615
G0_0829,G0,0,F,-69.063
G0_0830,G0,0,F,-14.757
G0_0831,G0,0,F,-138.115
G0_0832,G0,0,M,109.315
G0_0833,G0,0,F,16.043
G0_0834,G0,0,M,116.098
G0_0835,G0,0,F,-13.4
G0_0836,G0,0,F,-116.661
G0_0837,G0,0,M,-140.028
G0_0838,G0,0,F,105.724
G0_0839,G0,0,F,167.559
G0_0840,G0,0,M,177.927
G0_0841,G0,0,M,217.503
G0_0842,G0,0,F,216.947
G0_0843,G0,0,F,-49.67
G0_0844,G0,0,M,28.611
G0_0845,G0,0,M,-13.63
G0_0846,G0,0,M,90.849
G0_0847,G0,0,M,-10.013
G0_0848,G0,0,F,93.262
G0_0849,G0,0,F,105.522
G0_0850,G0,0,M,-105.191
G0_0851,G0,0,M,-111.293
G0_0852,G0,0,F,-89.075
G0_0853,G0,0,F,-30.286
G0_0854,G0,0,M,-18.912
G0_0855,G0,0,F,-138.838
G0_0856,G0,0,M,-8.23
G0_0857,G0,0,M,21.531
G0_0858,G0,0,M,123.304
G0_0859,G0,0,F,12.713
G0_0860,G0,0,F,-48.581
G0_0861,G0,0,M,-23.797
G0_0862,G0,0,M,-35.554
G0_0863,G0,0,M,-61.225
G0_0864,G0,0,F,101.047
G0_0865,G0,0,M,31.382
G0_0866,G0,0,M,-58.668
G0_0867,G0,0,M,54.584
G0_0868,G0,0,F,-57.858
G0_0869,G0,0,F,66.822
G0_0870,G0,0,F,86.434
G0_0871,G0,0,F,19.172
G0_0872,G0,0,F,64.297
G0_0873,G0,0,M,24.786
G0_0874,G0,0,F,75.159
G0_0875,G0,0,M,29.448
G0_0876,G0,0,F,-66.26
G0_0877,G0,0,F,-41.265
G0_0878,G0,0,M,1.843
G0_0879,G0,0,M,-34.688
G0_0880,G0,0,F,-8.359
G0_0881,G0,0,M,71.141
G0_0882,G0,0,F,-94.729
G0_0883,G0,0,F,176.075
G0_0884,G0,0,M,13.506
G0_0885,G0,0,M,-126.058
G0_0886,G0,0,F,36.276
G0_0887,G0,0,F,-9.76
G0_0888,G0,0,M,-98.483
G0_0889,G0,0,F,-75.409
G0_0890,G0,0,M,112.721
G0_0891,G0,0,F,-130.134
G0_0892,G0,0,F,-56.636
G0_0893,G0,0,F,29.419
G0_0894,G0,0,M,138.644
G0_0895,G0,0,F,-10.813
G0_0896,G0,0,F,111.79
G0_0897,G0,0,F,-38.207
G0_0898,G0,0,F,-114.289
G0_0899,G0,0,M,-109.617
G0_0900,G0,0,M,11.245
G0_0901,G0,0,M,-26.739
G0_0902,G0,0,M,15.649
G0_0903,G0,0,F,-93.578
G0_0904,G0,0,F,83.24
G0_0905,G0,0,M,-8.775
G0_0906,G0,0,F,18.94
G0_0907,G0,0,M,-42.319
G0_0908,G0,0,M,-35.625
G0_0909,G0,0,M,-107.682
G0_0910,G0,0,F,1.675
G0_0911,G0,0,F,31.409
G0_0912,G0,0,F,59.44
G0_0913,G0,0,F,-162.058
G0_0914,G0,0,M,123.017
G0_0915,G0,0,F,1.135
G0_0916,G0,0,F,8.66
G0_0917,G0,0,F,-6.671
G0_0918,G0,0,F,23.303
G0_0919,G0,0,M,-79.003
G0_0920,G0,0,M,-29.525
G0_0921,G0,0,F,-75.949
G0_0922,G0,0,F,-144.692
G0_0923,G0,0,F,-144.594
G0_0924,G0,0,M,33.417
G0_0925,G0,0,M,55.377
G0_0926,G0,0,M,-21.151
G0_0927,G0,0,M,-99.983
G0_0928,G0,0,M,12.223
G0_0929,G0,0,F,128.257
G0_0930,G0,0,F,6.311
G0_0931,G0,0,F,-24.185
G0_0932,G0,0,F,26.936
G0_0933,G0,0,F,122.679
G0_0934,G0,0,F,62.859
G0_0935,G0,0,F,108.848
G0_0936,G0,0,F,-58.828
G0_0937,G0,0,M,50.578
G0_0938,G0,0,M,-21.174
G0_0939,G0,0,F,-232.345
G0_0940,G0,0,F,-110.929
G0_0941,G0,0,M,-28.035
G0_0942,G0,0,F,-60.595
G0_0943,G0,0,F,-123.329
G0_0944,G0,0,F,-212.855
G0_0945,G0,0,F,-190.327
G0_0946,G0,0,M,2.635
G0_0947,G0,0,F,22.188
G0_0948,G0,0,M,-21.476
G0_0949,G0,0,F,0.309
G0_0950,G0,0,F,159.168
G0_0951,G0,0,F,-46.958
G0_0952,G0,0,F,-125.892
G0_0953,G0,0,F,-16.859
G0_0954,G0,0,F,82.563
G0_0955,G0,0,M,25.244
G0_0956,G0,0,M,-0.17
G0_0957,G0,0,F,-173.731
G0_0958,G0,0,F,-146.328
G0_0959,G0,0,M,102.179
G0_0960,G0,0,M,-16.136
G0_0961,G0,0,M,-19.087
G0_0962,G0,0,F,-83.994
G0_0963,G0,0,F,-14.273
G0_0964,G0,0,M,-65.096
G0_0965,G0,0,M,97.411
G0_0966,G0,0,M,13.161
G0_0967,G0,0,F,-135.943
G0_0968,G0,0,F,102.626
G0_0969,G0,0,M,108.15
G0_0970,G0,0,M,51.68
G0_0971,G0,0,M,-56.199
G0_0972,G0,0,M,134.44
G0_0973,G0,0,F,103.939
G0_0974,G0,0,F,-174.001
G0_0975,G0,0,M,66.11
G0_0976,G0,0,F,-68.119
G0_0977,G0,0,M,11.43
G0_0978,G0,0,M,-40.911
G0_0979,G0,0,F,-32.82
G0_0980,G0,0,F,220.066
G0_0981,G0,0,M,-123.864
G0_0982,G0,0,M,34.912
G0_0983,G0,0,F,11.908
G0_0984,G0,0,M,90.793
G0_0985,G0,0,F,-40.065
G0_0986,G0,0,F,6.889
G0_0987,G0,0,M,51.982
G0_0988,G0,0,M,-29.067
G0_0989,G0,0,F,177.787
G0_0990,G0,0,M,99.906
G0_0991,G0,0,F,-14.88
G0_0992,G0,0,F,-115.432
G0_0993,G0,0,M,102.486
G0_0994,G0,0,F,-89.235
G0_0995,G0,0,F,33.048
G0_0996,G0,0,F,100.371
G0_0997,G0,0,M,-19.785
G0_0998,G0,0,F,-86.391
G0_0999,G0,0,F,107.33
G0_1000,G0,0,M,141.33
G0_1001,G0,0,F,18.686
G0_1002,G0,0,F,-123.851
G0_1003,G0,0,M,-31.306
G0_1004,G0,0,M,74.434
G0_1005,G0,0,M,-9.467
G0_1006,G0,0,F,-70.714
G0_1007,G0,0,M,-85.355
G0_1008,G0,0,M,15.517
G0_1009,G0,0,M,-80.173
G0_1010,G0,0,M,-178.821
G0_1011,G0,0,M,-31.172
G0_1012,G0,0,M,-10.27
G0_1013,G0,0,F,45.545
G0_1014,G0,0,F,177.568
G0_1015,G0,0,F,-51.068
G0_1016,G0,0,F,71.262
G0_1017,G0,0,F,25.779
G0_1018,G0,0,F,105.703
G0_1019,G0,0,F,-70.26
G0_1020,G0,0,M,116.453
G0_1021,G0,0,F,-22.899
G0_1022,G0,0,F,174.441
G0_1023,G0,0,M,-47.237
G0_1024,G0,0,M,-113.719
G0_1025,G0,0,M,4.526
G0_1026,G0,0,F,-134.492
G0_1027,G0,0,F,-9.781
G0_1028,G0,0,M,-92.459
G0_1029,G0,0,F,-57.425
G0_1030,G0,0,M,0.974
G0_1031,G0,0,F,-110.595
G0_1032,G0,0,F,163.831
G0_1033,G0,0,M,2.729
G0_1034,G0,0,M,102.442
G0_1035,G0,0,M,-150.207
G0_1036,G0,0,F,-131.161
G0_1037,G0,0,M,-135.156
G0_1038,G0,0,F,-46.423
G0_1039,G0,0,M,65.139
G0_1040,G0,0,F,-82.057
G0_1041,G0,0,M,-0.669
G0_1042,G0,0,F,-33.058
G0_1043,G0,0,M,-54.444
G0_1044,G0,0,F,79.061
G0_1045,G0,0,F,69.808
G0_1046,G0,0,M,-8.835
G0_1047,G0,0,M,-56.078
G0_1048,G0,0,F,105.652
G0_1049,G0,0,F,-240.756
G0_1050,G0,0,F,-44.845
G0_1051,G0,0,M,118.7
G0_1052,G0,0,F,0.186
G0_1053,G0,0,M,-43.098
G0_1054,G0,0,M,-87.217
G0_1055,G0,0,M,95.393
G0_1056,G0,0,F,69.343
G0_1057,G0,0,M,-41.476
G0_1058,G0,0,M,-26.332
G0_1059,G0,0,F,-35.614
G0_1060,G0,0,M,6.558
G0_1061,G0,0,M,90.709
G0_1062,G0,0,F,-257.404
G0_1063,G0,0,M,31.2
G0_1064,G0,0,M,-42.12
G0_1065,G0,0,F,-24.97
G0_1066,G0,0,F,-113.677
G0_1067,G0,0,F,14.044
G0_1068,G0,0,M,-15.171
G0_1069,G0,0,M,117.306
G0_1070,G0,0,M,42.903
G0_1071,G0,0,F,36.75
G0_1072,G0,0,M,-119.019
G0_1073,G0,0,M,141.346
G0_1074,G0,0,F,-155.885
G0_1075,G0,0,F,118.682
G0_1076,G0,0,F,-0.754
G0_1077,G0,0,M,133.171
G0_1078,G0,0,M,-11.063
G0_1079,G0,0,M,-64.359
G0_1080,G0,0,F,281.952
G0_1081,G0,0,M,-17.105
G0_1082,G0,0,M,78.4
G0_1083,G0,0,M,128.929
G0_1084,G0,0,M,21.238
G0_1085,G0,0,M,191.327
G0_1086,G0,0,M,66.382
G0_1087,G0,0,F,-13.729
G0_1088,G0,0,F,51.94
G0_1089,G0,0,M,-105.944
G0_1090,G0,0,F,-96.563
G0_1091,G0,0,M,23.064
G0_1092,G0,0,M,-118.565
G0_1093,G0,0,F,-171.594
G0_1094,G0,0,F,-7.215
G0_1095,G0,0,F,-65.988
G0_1096,G0,0,F,176.006
G0_1097,G0,0,M,-35.453
G0_1098,G0,0,F,126.436
G0_1099,G0,0,F,156.801
G0_1100,G0,0,M,-44.052
G0_1101,G0,0,M,-70.752
G0_1102,G0,0,M,143.47
G0_1103,G0,0,F,-61.32
G0_1104,G0,0,M,-60.609
G0_1105,G0,0,F,3.016
G0_1106,G0,0,M,-53.109
G0_1107,G0,0,M,-26.812
G0_1108,G0,0,F,31.221
G0_1109,G0,0,F,26.011
G0_1110,G0,0,M,92.522
G0_1111,G0,0,F,-32.548
G0_1112,G0,0,F,6.545
G0_1113,G0,0,M,-74.505
G0_1114,G0,0,M,134.947
G0_1115,G0,0,F,-41.705
G0_1116,G0,0,M,179.577
G0_1117,G0,0,M,11.601
G0_1118,G0,0,F,-110.403
G0_1119,G0,0,F,-45.355
G0_1120,G0,0,F,276.844
G0_1121,G0,0,M,-52.595
G0_1122,G0,0,M,-22.17
G0_1123,G0,0,F,132.947
G0_1124,G0,0,M,99.522
G0_1125,G0,0,F,-68.853
G0_1126,G0,0,F,-83.542
G0_1127,G0,0,M,5.262
G0_1128,G0,0,F,47.622
G0_1129,G0,0,F,49.373
G0_1130,G0,0,F,173.304
G0_1131,G0,0,M,74.991
G0_1132,G0,0,M,126.637
G0_1133,G0,0,F,-120.774
G0_1134,G0,0,M,-45.032
G0_1135,G0,0,F,-47.069
G0_1136,G0,0,F,205.21
G0_1137,G0,0,M,-120.998
G0_1138,G0,0,F,-64.996
G0_1139,G0,0,M,-57.57
G0_1140,G0,0,F,27.451
G0_1141,G0,0,M,122.088
G0_1142,G0,0,F,-13.238
G0_1143,G0,0,M,-9.442
G0_1144,G0,0,F,-110.089
G0_1145,G0,0,M,-98.579
G0_1146,G0,0,F,46.694
G0_1147,G0,0,F,-30.906
G0_1148,G0,0,M,-27.461
G0_1149,G0,0,F,13.35
G0_1150,G0,0,M,57.189
G0_1151,G0,0,M,-74.173
G0_1152,G0,0,M,35.991
G0_1153,G0,0,F,60.499
G0_1154,G0,0,M,158.575
G0_1155,G0,0,M,-24.082
G0_1156,G0,0,F,50.416
G0_1157,G0,0,M,112.361
G0_1158,G0,0,M,82.928
G0_1159,G0,0,F,22.11
G0_1160,G0,0,M,-117.024
G0_1161,G0,0,F,15.021
G0_1162,G0,0,F,-117.279
G0_1163,G0,0,F,-19.907
G0_1164,G0,0,M,59.731
G0_1165,G0,0,M,51.979
G0_1166,G0,0,F,-55.311
G0_1167,G0,0,F,97.03
G0_1168,G0,0,F,-12.276
G0_1169,G0,0,F,-162.106
G0_1170,G0,0,F,32.686
G0_1171,G0,0,F,17.051
G0_1172,G0,0,M,-11.42
G0_1173,G0,0,M,26.736
G0_1174,G0,0,F,60.277
G0_1175,G0,0,F,57.109
G0_1176,G0,0,M,103.286
G0_1177,G0,0,F,34.028
G0_1178,G0,0,F,91.961
G0_1179,G0,0,F,-80.516
G0_1180,G0,0,F,123.867
G0_1181,G0,0,F,125.294
G0_1182,G0,0,F,103.169
G0_1183,G0,0,M,122.842
G0_1184,G0,0,F,-108.008
G0_1185,G0,0,F,-74.056
G0_1186,G0,0,M,-69.399
G0_1187,G0,0,M,-168.47
G0_1188,G0,0,F,-123.604
G0_1189,G0,0,F,-37.363
G0_1190,G0,0,F,-159.258
G0_1191,G0,0,M,33.863
G0_1192,G0,0,M,-108.095
G0_1193,G0,0,F,236.431
G0_1194,G0,0,F,-106.892
G0_1195,G0,0,M,-76.084
G0_1196,G0,0,F,-38.768
G0_1197,G0,0,F,74.585
G0_1198,G0,0,M,71.146
G0_1199,G0,0,F,118.231
G0_1200,G0,0,M,-36.218
G0_1201,G0,0,M,-138.137
G0_1202,G0,0,F,-122.791
G0_1203,G0,0,M,-54.591
G0_1204,G0,0,M,41.091
G0_1205,G0,0,M,129.111
G0_1206,G0,0,M,89.196
G0_1207,G0,0,M,-17.689
G0_1208,G0,0,M,6.494
G0_1209,G0,0,M,6.776
G0_1210,G0,0,F,-108.86
G0_1211,G0,0,M,-31.046
G0_1212,G0,0,M,0.491
G0_1213,G0,0,M,-31.253
G0_1214,G0,0,M,105.664
G0_1215,G0,0,F,-94.527
G0_1216,G0,0,M,122.154
G0_1217,G0,0,M,77.624
G0_1218,G0,0,F,-43.381
G0_1219,G0,0,F,16.347
G0_1220,G0,0,M,-65.532
G0_1221,G0,0,M,215.568
G0_1222,G0,0,F,-71.547
G0_1223,G0,0,M,88.528
G0_1224,G0,0,M,-42.115
G0_1225,G0,0,F,128.247
G0_1226,G0,0,F,-3.064
G0_1227,G0,0,F,-15.889
G0_1228,G0,0,M,84.05
G0_1229,G0,0,F,-343.847
G0_1230,G0,0,M,-12.123
G0_1231,G0,0,M,152.376
G0_1232,G0,0,M,-35.282
G0_1233,G0,0,M,-10.257
G0_1234,G0,0,M,-58.126
G0_1235,G0,0,F,-84.856
G0_1236,G0,0,F,-82.361
G0_1237,G0,0,F,25.678
G0_1238,G0,0,F,11.515
G0_1239,G0,0,F,263.252
G0_1240,G0,0,M,-82.638
G0_1241,G0,0,F,89.532
G0_1242,G0,0,M,58.36
G0_1243,G0,0,M,49.085
G0_1244,G0,0,F,-73.835
G0_1245,G0,0,M,-59.267
G0_1246,G0,0,M,-6.713
G0_1247,G0,0,M,56.746
G0_1248,G0,0,M,-112.064
G0_1249,G0,0,M,-27.127
G0_1250,G0,0,M,7.077
G0_1251,G0,0,F,-163.382
G0_1252,G0,0,F,-71.219
G0_1253,G0,0,F,-32.385
G0_1254,G0,0,M,-93.074
G0_1255,G0,0,F,-165.964
G0_1256,G0,0,M,-119.302
G0_1257,G0,0,F,36.697
G0_1258,G0,0,M,18.921
G0_1259,G0,0,M,-108.109
G0_1260,G0,0,M,26.265
G0_1261,G0,0,M,-22.657
G0_1262,G0,0,F,8.793
G0_1263,G0,0,M,86.247
G0_1264,G0,0,F,-50.002
G0_1265,G0,0,M,-29.766
G0_1266,G0,0,F,97.572
G0_1267,G0,0,F,-88.0
G0_1268,G0,0,F,-81.208
G0_1269,G0,0,F,24.601
G0_1270,G0,0,F,-111.815
G0_1271,G0,0,F,117.102
G0_1272,G0,0,M,90.043
G0_1273,G0,0,M,107.586
G0_1274,G0,0,F,108.71
G0_1275,G0,0,M,-16.27
G0_1276,G0,0,F,78.744
G0_1277,G0,0,M,128.478
G0_1278,G0,0,F,-168.331
G0_1279,G0,0,F,98.706
G0_1280,G0,0,M,-161.867
G0_1281,G0,0,F,-37.491
G0_1282,G0,0,M,-38.316
G0_1283,G0,0,F,-37.355
G0_1284,G0,0,M,-86.323
G0_1285,G0,0,M,34.394
G0_1286,G0,0,M,-37.788
G0_1287,G0,0,M,-0.206
G0_1288,G0,0,M,-7.426
G0_1289,G0,0,M,50.821
G0_1290,G0,0,F,9.25
G0_1291,G0,0,F,-61.669
G0_1292,G0,0,F,-35.794
G0_1293,G0,0,M,59.482
G0_1294,G0,0,F,169.968
G0_1295,G0,0,F,-90.079
G0_1296,G0,0,M,99.281
G0_1297,G0,0,F,48.729
G0_1298,G0,0,F,223.943
G0_1299,G0,0,F,65.644
G0_1300,G0,0,F,-36.177
G0_1301,G0,0,F,75.039
G0_1302,G0,0,F,-1.76
G0_1303,G0,0,F,40.145
G0_1304,G0,0,M,-145.663
G0_1305,G0,0,F,96.983
G0_1306,G0,0,M,-24.378
G0_1307,G0,0,M,-16.405
G0_1308,G0,0,F,-64.246
G0_1309,G0,0,F,-82.605
G0_1310,G0,0,F,-150.029
G0_1311,G0,0,F,-211.187
G0_1312,G0,0,M,239.351
G0_1313,G0,0,M,-84.506
G0_1314,G0,0,M,143.709
G0_1315,G0,0,M,70.326
G0_1316,G0,0,F,144.881
G0_1317,G0,0,M,-234.343
G0_1318,G0,0,M,98.51
G0_1319,G0,0,M,197.941
G0_1320,G0,0,F,115.779
G0_1321,G0,0,M,-51.309
G0_1322,G0,0,M,-52.659
G0_1323,G0,0,F,-50.433
G0_1324,G0,0,F,27.059
G0_1325,G0,0,F,150.395
G0_1326,G0,0,F,-87.112
G0_1327,G0,0,F,122.307
G0_1328,G0,0,F,-18.34
G0_1329,G0,0,F,-295.728
G0_1330,G0,0,M,-19.019
G0_1331,G0,0,F,-72.546
G0_1332,G0,0,F,-172.637
G0_1333,G0,0,F,240.597
G0_1334,G0,0,F,129.487
G0_1335,G0,0,M,54.199
G0_1336,G0,0,M,112.254
G0_1337,G0,0,F,39.026
G0_1338,G0,0,M,-35.572
G0_1339,G0,0,F,-139.201
G0_1340,G0,0,M,-23.795
G0_1341,G0,0,F,-29.027
G0_1342,G0,0,F,87.956
G0_1343,G0,0,F,-134.598
G0_1344,G0,0,M,-98.767
G0_1345,G0,0,M,11.037
G0_1346,G0,0,M,-25.394
G0_1347,G0,0,M,31.832
G0_1348,G0,0,M,75.23
G0_1349,G0,0,F,17.477
G0_1350,G0,0,M,-91.738
G0_1351,G0,0,F,-150.078
G0_1352,G0,0,F,-45.192
G0_1353,G0,0,F,31.682
G0_1354,G0,0,M,-3.758
G0_1355,G0,0,M,60.416
G0_1356,G0,0,M,188.728
G0_1357,G0,0,F,55.794
G0_1358,G0,0,M,37.235
G0_1359,G0,0,F,-11.371
G0_1360,G0,0,F,-121.517
G0_1361,G0,0,M,-72.381
G0_1362,G0,0,F,26.93
G0_1363,G0,0,F,37.027
G0_1364,G0,0,F,179.039
G0_1365,G0,0,F,118.249
G0_1366,G0,0,M,95.506
G0_1367,G0,0,F,-145.202
G0_1368,G0,0,F,-179.696
G0_1369,G0,0,F,-24.723
G0_1370,G0,0,F,-8.131
G0_1371,G0,0,F,-162.28
G0_1372,G0,0,M,129.349
G0_1373,G0,0,M,-57.128
G0_1374,G0,0,M,-146.908
G0_1375,G0,0,F,181.124
G0_1376,G0,0,M,84.955
G0_1377,G0,0,M,26.761
G0_1378,G0,0,F,2.916
G0_1379,G0,0,F,-131.854
G0_1380,G0,0,M,-106.069
G0_1381,G0,0,F,-149.764
G0_1382,G0,0,F,-24.669
G0_1383,G0,0,M,-100.271
G0_1384,G0,0,F,-107.603
G0_1385,G0,0,M,-46.079
G0_1386,G0,0,F,-0.284
G0_1387,G0,0,M,71.664
G0_1388,G0,0,F,48.681
G0_1389,G0,0,F,25.976
G0_1390,G0,0,M,-89.769
G0_1391,G0,0,F,-48.942
G0_1392,G0,0,F,-75.968
G0_1393,G0,0,F,143.34
G0_1394,G0,0,F,-126.431
G0_1395,G0,0,M,87.901
G0_1396,G0,0,M,-22.97
G0_1397,G0,0,F,-118.644
G0_1398,G0,0,F,99.156
G0_1399,G0,0,M,-102.894
G0_1400,G0,0,F,11.814
G0_1401,G0,0,M,-55.498
G0_1402,G0,0,F,-37.872
G0_1403,G0,0,M,55.395
G0_1404,G0,0,F,-101.99
G0_1405,G0,0,F,-89.965
G0_1406,G0,0,F,83.833
G0_1407,G0,0,F,43.768
G0_1408,G0,0,F,20.405
G0_1409,G0,0,F,-225.623
G0_1410,G0,0,M,-16.316
G0_1411,G0,0,M,23.474
G0_1412,G0,0,F,-52.631
G0_1413,G0,0,F,-16.408
G0_1414,G0,0,F,82.115
G0_1415,G0,0,F,95.71
G0_1416,G0,0,F,-23.4
G0_1417,G0,0,M,182.945
G0_1418,G0,0,F,-59.619
G0_1419,G0,0,M,67.976
G0_1420,G0,0,F,120.459
G0_1421,G0,0,M,60.768
G0_1422,G0,0,M,-152.285
G0_1423,G0,0,F,29.519
G0_1424,G0,0,M,34.379
G0_1425,G0,0,F,-100.394
G0_1426,G0,0,M,81.718
G0_1427,G0,0,F,-26.378
G0_1428,G0,0,F,45.115
G0_1429,G0,0,M,152.121
G0_1430,G0,0,F,22.553
G0_1431,G0,0,M,-75.492
G0_1432,G0,0,F,46.293
G0_1433,G0,0,F,134.798
G0_1434,G0,0,M,-74.371
G0_1435,G0,0,F,40.494
G0_1436,G0,0,F,-118.457
G0_1437,G0,0,F,-84.097
G0_1438,G0,0,F,146.049
G0_1439,G0,0,M,-77.828
G0_1440,G0,0,F,-1.355
G0_1441,G0,0,M,-65.533
G0_1442,G0,0,M,110.353
G0_1443,G0,0,M,9.558
G0_1444,G0,0,M,-96.677
G0_1445,G0,0,M,-89.006
G0_1446,G0,0,F,139.57
G0_1447,G0,0,M,121.137
G0_1448,G0,0,M,-86.238
G0_1449,G0,0,M,161.699
G0_1450,G0,0,F,-98.689
G0_1451,G0,0,M,-23.421
G0_1452,G0,0,F,31.039
G0_1453,G0,0,F,24.984
G0_1454,G0,0,M,-3.314
G0_1455,G0,0,F,25.476
G0_1456,G0,0,F,47.569
G0_1457,G0,0,F,221.786
G0_1458,G0,0,M,-56.777
G0_1459,G0,0,F,127.021
G0_1460,G0,0,M,-43.949
G0_1461,G0,0,M,-93.04
G0_1462,G0,0,F,-71.329
G0_1463,G0,0,F,21.88
G0_1464,G0,0,M,81.217
G0_1465,G0,0,F,-58.132
G0_1466,G0,0,M,-76.754
G0_1467,G0,0,M,-150.853
G0_1468,G0,0,M,-149.961
G0_1469,G0,0,M,-45.731
G0_1470,G0,0,M,27.112
G0_1471,G0,0,F,-207.759
G0_1472,G0,0,M,28.627
G0_1473,G0,0,F,53.951
G0_1474,G0,0,F,53.278
G0_1475,G0,0,F,-197.37
G0_1476,G0,0,F,28.965
G0_1477,G0,0,F,48.69
G0_1478,G0,0,F,-4.053
G0_1479,G0,0,F,-48.973
G0_1480,G0,0,M,10.75
G0_1481,G0,0,M,-111.74
G0_1482,G0,0,M,29.745
G0_1483,G0,0,F,-48.319
G0_1484,G0,0,M,-197.094
G0_1485,G0,0,F,-99.558
G0_1486,G0,0,M,80.014
G0_1487,G0,0,M,15.104
G0_1488,G0,0,M,-215.572
G0_1489,G0,0,M,53.136
G0_1490,G0,0,M,-124.697
G0_1491,G0,0,F,69.89
G0_1492,G0,0,F,-8.415
G0_1493,G0,0,M,46.746
G0_1494,G0,0,M,42.317
G0_1495,G0,0,F,48.396
G0_1496,G0,0,F,-115.617
G0_1497,G0,0,M,0.319
G0_1498,G0,0,F,-104.115
G0_1499,G0,0,M,8.624
G0_1500,G0,0,F,68.439
G0_1501,G0,0,M,113.467
G0_1502,G0,0,M,48.823
G0_1503,G0,0,M,49.113
G0_1504,G0,0,F,145.24
G0_1505,G0,0,F,-31.663
G0_1506,G0,0,F,-115.643
G0_1507,G0,0,F,-127.596
G0_1508,G0,0,M,45.392
G0_1509,G0,0,M,-67.142
G0_1510,G0,0,M,49.726
G0_1511,G0,0,F,-148.363
G0_1512,G0,0,F,-33.917
G0_1513,G0,0,M,28.793
G0_1514,G0,0,F,75.448
G0_1515,G0,0,M,161.099
G0_1516,G0,0,F,-27.409
G0_1517,G0,0,F,-37.278
G0_1518,G0,0,F,24.376
G0_1519,G0,0,F,69.672
G0_1520,G0,0,M,-88.832
G0_1521,G0,0,M,-58.339
G0_1522,G0,0,F,-123.645
G0_1523,G0,0,M,4.437
G0_1524,G0,0,M,-39.027
G0_1525,G0,0,F,-14.616
G0_1526,G0,0,F,122.461
G0_1527,G0,0,F,165.652
G0_1528,G0,0,M,-54.307
G0_1529,G0,0,M,-23.427
G0_1530,G0,0,F,-64.548
G0_1531,G0,0,F,136.456
G0_1532,G0,0,F,68.589
G0_1533,G0,0,F,74.743
G0_1534,G0,0,M,82.888
G0_1535,G0,0,M,74.726
G0_1536,G0,0,F,-147.076
G0_1537,G0,0,M,-14.71
G0_1538,G0,0,F,60.285
G0_1539,G0,0,F,-72.909
G0_1540,G0,0,M,-16.726
G0_1541,G0,0,F,-7.79
G0_1542,G0,0,F,-52.329
G0_1543,G0,0,M,69.188
G0_1544,G0,0,M,-83.052
G0_1545,G0,0,F,-23.48
G0_1546,G0,0,M,124.221
G0_1547,G0,0,F,-7.65
G0_1548,G0,0,F,6.165
G0_1549,G0,0,F,-64.324
G0_1550,G0,0,F,-48.242
G0_1551,G0,0,M,6.047
G0_1552,G0,0,M,120.021
G0_1553,G0,0,F,-58.504
G0_1554,G0,0,F,-21.194
G0_1555,G0,0,F,-37.232
G0_1556,G0,0,M,75.762
G0_1557,G0,0,F,-204.082
G0_1558,G0,0,M,-104.156
G0_1559,G0,0,F,-16.54
G0_1560,G0,0,M,-0.052
G0_1561,G0,0,F,236.794
G0_1562,G0,0,M,-175.689
G0_1563,G0,0,M,-29.862
G0_1564,G0,0,F,-97.735
G0_1565,G0,0,M,-77.85
G0_1566,G0,0,F,58.845
G0_1567,G0,0,F,-58.982
G0_1568,G0,0,M,-95.141
G0_1569,G0,0,F,-27.035
G0_1570,G0,0,M,94.104
G0_1571,G0,0,F,225.472
G0_1572,G0,0,F,-29.54
G0_1573,G0,0,M,-14.107
G0_1574,G0,0,F,-39.586
G0_1575,G0,0,F,-70.292
G0_1576,G0,0,M,-182.767
G0_1577,G0,0,F,168.17
G0_1578,G0,0,M,-78.22
G0_1579,G0,0,M,-61.075
G0_1580,G0,0,M,64.428
G0_1581,G0,0,M,27.602
G0_1582,G0,0,M,-17.543
G0_1583,G0,0,F,32.092
G0_1584,G0,0,M,60.801
G0_1585,G0,0,F,51.355
G0_1586,G0,0,M,-78.453
G0_1587,G0,0,F,74.463
G0_1588,G0,0,M,-270.982
G0_1589,G0,0,M,128.278
G0_1590,G0,0,M,-68.706
G0_1591,G0,0,F,-95.292
G0_1592,G0,0,F,-87.046
G0_1593,G0,0,M,73.225
G0_1594,G0,0,F,173.872
G0_1595,G0,0,F,54.912
G0_1596,G0,0,M,-163.654
